,model,RMSE_train,RMSE_test,AIC
1094,"(2, 0, 4),(5, 1, 1, 12)",28.46,106.95,2634.9354296359743
1224,"(2, 0, 6),(5, 1, 1, 12)",28.27,106.96,2634.943264450958
1856,"(3, 0, 3),(1, 1, 1, 12)",29.88,106.97,2648.7156626397214
3564,"(5, 0, 2),(4, 1, 1, 12)",29.01,106.97,2643.1145181275933
1626,"(2, 1, 6),(3, 1, 3, 12)",28.82,106.97,2628.5963754961076
387,"(1, 0, 7),(1, 1, 1, 12)",30.03,106.98,2655.4942383833377
3226,"(4, 1, 4),(2, 1, 1, 12)",30.29,106.98,2644.4671192061783
3142,"(4, 1, 2),(5, 1, 1, 12)",29.49,106.99,2634.341396796662
46,"(1, 0, 1),(4, 1, 1, 12)",29.09,106.99,2634.561483283839
260,"(1, 0, 5),(1, 1, 1, 12)",30.05,106.99,2651.8449222439885
1830,"(3, 0, 2),(4, 1, 1, 12)",28.97,107.0,2638.3302916917314
3912,"(5, 1, 1),(1, 1, 1, 12)",31.03,107.0,2651.410670649874
1977,"(3, 0, 5),(1, 0, 7, 12)",27.85,107.01,2773.9860500865852
1474,"(2, 1, 4),(1, 1, 4, 12)",30.25,107.02,2644.800829182889
960,"(2, 0, 2),(4, 1, 1, 12)",29.08,107.02,2638.5169901131685
2560,"(3, 1, 7),(2, 1, 3, 12)",29.23,107.03,2638.8174289442222
401,"(1, 0, 7),(2, 1, 2, 12)",30.01,107.04,2659.209193854937
4093,"(5, 1, 4),(1, 0, 6, 12)",29.68,107.04,2858.074452649372
3771,"(5, 0, 5),(5, 0, 7, 12)",27.83,107.05,2785.326933823188
2462,"(3, 1, 5),(4, 0, 6, 12)",29.09,107.06,2787.802752100243
2005,"(3, 0, 5),(3, 1, 2, 12)",29.02,107.06,2644.04781143738
3758,"(5, 0, 5),(4, 1, 1, 12)",28.85,107.07,2646.6254917481906
3716,"(5, 0, 5),(1, 0, 7, 12)",28.02,107.07,2779.9941051308365
1160,"(2, 0, 5),(5, 1, 1, 12)",28.13,107.07,2631.421437725884
3850,"(5, 0, 7),(1, 1, 1, 12)",29.98,107.08,2663.1649129850102
2645,"(4, 0, 1),(4, 1, 1, 12)",29.02,107.08,2639.1891231955815
3039,"(4, 1, 1),(1, 1, 1, 12)",31.1,107.09,2650.604951798738
902,"(2, 0, 1),(4, 1, 1, 12)",29.04,107.09,2635.9917014828566
3786,"(5, 0, 6),(1, 1, 1, 12)",29.75,107.09,2656.582812099518
1419,"(2, 1, 3),(1, 1, 1, 12)",31.1,107.1,2650.7439087025336
3972,"(5, 1, 2),(1, 1, 1, 12)",31.1,107.1,2654.6058432989494
2177,"(3, 1, 1),(1, 1, 1, 12)",31.12,107.11,2648.9839858494606
2884,"(4, 0, 5),(4, 1, 2, 12)",28.43,107.11,2655.055807503453
2646,"(4, 0, 1),(4, 1, 2, 12)",28.27,107.12,2631.2464222457884
509,"(1, 1, 2),(1, 1, 1, 12)",31.12,107.13,2647.140564951191
3591,"(5, 0, 3),(1, 1, 1, 12)",30.1,107.13,2657.0333040638143
1078,"(2, 0, 4),(4, 0, 4, 12)",29.14,107.14,2821.997484141555
462,"(1, 1, 1),(2, 1, 2, 12)",30.94,107.14,2646.821075815733
3050,"(4, 1, 1),(2, 1, 2, 12)",31.09,107.15,2654.4112983784153
2488,"(3, 1, 6),(1, 1, 1, 12)",30.49,107.15,2648.8686409879774
571,"(1, 1, 3),(1, 1, 1, 12)",31.12,107.15,2649.137327833261
2986,"(4, 0, 7),(2, 0, 3, 12)",30.24,107.15,2875.1370452963756
2870,"(4, 0, 5),(3, 1, 1, 12)",29.02,107.16,2648.7596840013894
524,"(1, 1, 2),(2, 1, 2, 12)",31.1,107.16,2650.80911026207
1519,"(2, 1, 4),(5, 1, 3, 12)",29.5,107.17,2639.7035991140547
1530,"(2, 1, 5),(1, 0, 7, 12)",28.87,107.19,2770.640494885975
3614,"(5, 0, 3),(3, 1, 2, 12)",29.64,107.2,2655.139753022181
3164,"(4, 1, 3),(2, 0, 2, 12)",29.79,107.2,2774.660117561775
1691,"(2, 1, 7),(3, 1, 3, 12)",28.9,107.2,2631.8018211321382
1301,"(2, 1, 1),(1, 1, 1, 12)",31.17,107.21,2647.799532060535
818,"(1, 1, 7),(2, 1, 2, 12)",30.95,107.22,2658.550391026636
3662,"(5, 0, 4),(2, 0, 3, 12)",29.9,107.22,2842.6686095946734
2209,"(3, 1, 1),(4, 1, 1, 12)",30.07,107.24,2637.5226904917895
4173,"(5, 1, 5),(2, 1, 2, 12)",30.72,107.25,2661.1707396643424
3867,"(5, 0, 7),(2, 1, 5, 12)",28.31,107.25,2647.003888833145
2164,"(3, 0, 6),(5, 1, 1, 12)",28.42,107.25,2640.665079022524
2098,"(3, 0, 6),(5, 1, 1, 12)",28.42,107.25,2640.665079022524
1531,"(2, 1, 5),(1, 1, 1, 12)",30.65,107.27,2646.865047148983
4008,"(5, 1, 2),(4, 1, 1, 12)",30.02,107.28,2642.345617137378
1842,"(3, 0, 2),(5, 1, 1, 12)",28.43,107.28,2632.282808939638
3062,"(4, 1, 1),(3, 1, 4, 12)",29.56,107.28,2637.843293882135
2753,"(4, 0, 3),(3, 0, 6, 12)",31.49,107.32,2884.4212151014854
2752,"(4, 0, 3),(3, 0, 6, 12)",31.49,107.32,2884.4212151014854
2706,"(4, 0, 2),(4, 1, 1, 12)",28.62,107.34,2633.964058547438
1237,"(2, 0, 7),(1, 0, 7, 12)",27.87,107.37,2778.2765173397233
3363,"(4, 1, 6),(3, 1, 1, 12)",29.95,107.37,2645.720401066624
58,"(1, 0, 1),(5, 1, 1, 12)",28.54,107.37,2628.1154509744856
4186,"(5, 1, 5),(3, 1, 2, 12)",30.42,107.39,2660.777844454917
1571,"(2, 1, 5),(4, 1, 1, 12)",29.67,107.39,2636.007758561551
913,"(2, 0, 1),(5, 1, 1, 12)",28.53,107.4,2629.894900705134
1108,"(2, 0, 5),(1, 1, 1, 12)",29.63,107.41,2648.0464455232077
180,"(1, 0, 3),(5, 1, 1, 12)",28.47,107.42,2630.8441724975723
1337,"(2, 1, 1),(4, 0, 6, 12)",30.55,107.42,2800.277429260749
1778,"(3, 0, 1),(5, 1, 1, 12)",28.53,107.42,2631.9173962457544
4158,"(5, 1, 5),(1, 1, 1, 12)",30.83,107.44,2660.3952069479205
1212,"(2, 0, 6),(4, 1, 2, 12)",28.25,107.45,2637.8892809839313
2544,"(3, 1, 7),(1, 0, 6, 12)",29.53,107.46,2833.659740091619
373,"(1, 0, 6),(5, 1, 1, 12)",28.31,107.46,2634.1960898153993
1174,"(2, 0, 6),(1, 1, 1, 12)",29.62,107.46,2648.678803648865
3327,"(4, 1, 5),(5, 1, 2, 12)",29.03,107.47,2635.715227831799
1639,"(2, 1, 6),(4, 1, 2, 12)",29.72,107.48,2641.80719668906
972,"(2, 0, 2),(5, 1, 1, 12)",28.51,107.48,2631.8047535931373
557,"(1, 1, 2),(5, 1, 1, 12)",29.59,107.49,2629.949177634933
3876,"(5, 0, 7),(3, 1, 2, 12)",29.21,107.51,2657.2519334474014
3514,"(5, 0, 1),(5, 1, 1, 12)",28.3,107.53,2631.9336253601323
1033,"(2, 0, 3),(5, 1, 1, 12)",28.46,107.53,2632.750711391253
118,"(1, 0, 2),(5, 1, 1, 12)",28.51,107.54,2629.7082218345477
850,"(1, 1, 7),(5, 1, 1, 12)",29.37,107.54,2636.2355555106074
450,"(1, 1, 1),(1, 1, 1, 12)",31.42,107.55,2650.542846702434
3298,"(4, 1, 5),(3, 0, 5, 12)",28.93,107.55,2764.11360728404
3865,"(5, 0, 7),(2, 1, 3, 12)",28.45,107.56,2647.748730383394
1458,"(2, 1, 3),(5, 1, 1, 12)",29.51,107.56,2632.589464572171
1366,"(2, 1, 2),(1, 1, 1, 12)",31.42,107.57,2654.498056762235
309,"(1, 0, 5),(5, 1, 1, 12)",28.35,107.57,2632.7740062352314
2906,"(4, 0, 6),(1, 0, 4, 12)",29.97,107.58,2807.886923861308
3330,"(4, 1, 5),(5, 1, 5, 12)",28.94,107.58,2649.4826632943605
2657,"(4, 0, 1),(5, 1, 1, 12)",28.36,107.58,2631.1740851970444
3351,"(4, 1, 6),(2, 1, 1, 12)",29.8,107.6,2641.904874135038
2420,"(3, 1, 5),(1, 0, 4, 12)",30.79,107.61,2802.6198312424535
4155,"(5, 1, 5),(1, 0, 5, 12)",28.65,107.62,2766.055166592204
1624,"(2, 1, 6),(3, 1, 1, 12)",29.91,107.63,2640.512084445858
2871,"(4, 0, 5),(3, 1, 2, 12)",28.97,107.64,2647.41246427247
1678,"(2, 1, 7),(2, 1, 2, 12)",29.79,107.66,2640.1729240116633
1409,"(2, 1, 2),(5, 1, 1, 12)",29.72,107.67,2634.56842116764
2222,"(3, 1, 1),(5, 1, 1, 12)",29.53,107.67,2630.88660158693
1352,"(2, 1, 1),(5, 1, 1, 12)",29.53,107.68,2628.931537892492
1611,"(2, 1, 6),(2, 1, 1, 12)",29.82,107.7,2636.660544527857
246,"(1, 0, 4),(5, 1, 1, 12)",28.39,107.7,2631.5944036815363
3606,"(5, 0, 3),(2, 1, 5, 12)",29.42,107.7,2655.147297245922
497,"(1, 1, 1),(5, 1, 1, 12)",29.73,107.7,2630.6226972038935
1677,"(2, 1, 7),(2, 1, 1, 12)",29.79,107.72,2638.3921855598974
1703,"(2, 1, 7),(4, 1, 2, 12)",29.14,107.72,2636.0217146602454
619,"(1, 1, 3),(5, 1, 1, 12)",29.62,107.73,2634.4023601840136
1612,"(2, 1, 6),(2, 1, 2, 12)",29.8,107.73,2638.4645008085586
4020,"(5, 1, 2),(5, 1, 1, 12)",29.42,107.74,2634.7659831223846
3653,"(5, 0, 4),(1, 1, 1, 12)",29.63,107.74,2650.780592563686
3958,"(5, 1, 1),(5, 1, 1, 12)",29.33,107.74,2631.2495378584767
1107,"(2, 0, 5),(1, 0, 7, 12)",28.06,107.75,2775.3678325599803
3302,"(4, 1, 5),(3, 1, 2, 12)",30.33,107.75,2652.9621872247544
4049,"(5, 1, 3),(2, 1, 2, 12)",29.76,107.77,2637.962051580777
2859,"(4, 0, 5),(2, 1, 2, 12)",28.77,107.77,2640.9714277838084
1689,"(2, 1, 7),(3, 1, 1, 12)",29.88,107.79,2642.1501139098173
3423,"(4, 1, 7),(3, 1, 1, 12)",29.75,107.8,2644.291997977867
4214,"(5, 1, 5),(5, 1, 2, 12)",30.09,107.82,2655.8613128551065
3666,"(5, 0, 4),(2, 1, 2, 12)",29.66,107.82,2655.772623834123
730,"(1, 1, 5),(4, 1, 6, 12)",29.45,107.82,2643.580739869992
437,"(1, 0, 7),(5, 1, 1, 12)",28.2,107.83,2633.9818762028335
3910,"(5, 1, 1),(1, 0, 5, 12)",28.91,107.83,2766.440065377649
1493,"(2, 1, 4),(3, 1, 1, 12)",29.99,107.85,2638.5280632189933
3321,"(4, 1, 5),(5, 0, 2, 12)",29.14,107.85,2767.4666374278304
4033,"(5, 1, 3),(1, 0, 7, 12)",28.84,107.85,2772.279060314066
1567,"(2, 1, 5),(4, 0, 4, 12)",28.39,107.88,2776.462754530301
2561,"(3, 1, 7),(2, 1, 4, 12)",28.85,107.88,2632.8447173778522
2858,"(4, 0, 5),(2, 1, 1, 12)",29.05,107.89,2660.0613959421094
1505,"(2, 1, 4),(4, 1, 2, 12)",29.35,107.89,2633.968336323534
2372,"(3, 1, 4),(2, 1, 1, 12)",29.79,107.89,2634.575423960729
3200,"(4, 1, 3),(5, 1, 1, 12)",29.27,107.91,2633.2966394075424
3082,"(4, 1, 1),(5, 1, 1, 12)",29.43,107.91,2631.0722936444045
3263,"(4, 1, 4),(5, 1, 2, 12)",29.12,107.92,2634.7075707173835
1651,"(2, 1, 6),(5, 1, 1, 12)",29.44,107.94,2636.873873064116
2347,"(3, 1, 3),(5, 1, 1, 12)",29.85,108.06,2640.917144267257
3154,"(4, 1, 3),(1, 0, 6, 12)",29.76,108.09,2840.3537030484886
1528,"(2, 1, 5),(1, 0, 5, 12)",28.87,108.1,2765.561625885865
3364,"(4, 1, 6),(3, 1, 2, 12)",29.9,108.1,2647.8159062935665
2541,"(3, 1, 7),(1, 0, 3, 12)",31.24,108.14,2817.191307228578
3169,"(4, 1, 3),(2, 1, 2, 12)",30.66,108.15,2650.5959033151958
723,"(1, 1, 5),(4, 0, 5, 12)",30.32,108.16,2786.9271188272915
1926,"(3, 0, 4),(2, 0, 2, 12)",29.51,108.17,2786.7967789948643
1481,"(2, 1, 4),(2, 1, 1, 12)",29.89,108.17,2634.7562006071976
3156,"(4, 1, 3),(1, 1, 1, 12)",30.68,108.18,2646.948661398633
2452,"(3, 1, 5),(3, 1, 2, 12)",30.87,108.18,2660.3076382775153
3212,"(4, 1, 4),(1, 1, 1, 12)",30.79,108.2,2651.1283003769977
1855,"(3, 0, 3),(1, 0, 7, 12)",28.26,108.22,2775.171436713709
2995,"(4, 0, 7),(2, 1, 5, 12)",28.36,108.28,2646.825952908703
3251,"(4, 1, 4),(4, 1, 3, 12)",29.21,108.3,2637.312558278959
1494,"(2, 1, 4),(3, 1, 2, 12)",29.84,108.3,2637.927382175507
2993,"(4, 0, 7),(2, 1, 3, 12)",28.27,108.3,2642.1034614282726
2174,"(3, 1, 1),(1, 0, 5, 12)",29.51,108.34,2816.4868006006477
1702,"(2, 1, 7),(4, 1, 1, 12)",29.54,108.4,2638.1223079910405
3239,"(4, 1, 4),(3, 1, 2, 12)",30.12,108.42,2645.629632095737
4174,"(5, 1, 5),(2, 1, 3, 12)",29.78,108.42,2664.2111695018434
3795,"(5, 0, 6),(2, 0, 3, 12)",30.11,108.43,2848.551098435984
3604,"(5, 0, 3),(2, 1, 3, 12)",28.79,108.45,2648.0429079404485
3264,"(4, 1, 4),(5, 1, 3, 12)",29.23,108.58,2639.5623453035705
2860,"(4, 0, 5),(2, 1, 3, 12)",28.48,108.6,2641.1142658887484
2948,"(4, 0, 6),(4, 0, 7, 12)",29.9,108.65,2808.1586839777383
3224,"(4, 1, 4),(2, 0, 6, 12)",30.16,108.65,2831.526152176936
1006,"(2, 0, 3),(3, 0, 4, 12)",30.89,108.69,2853.044243899851
1517,"(2, 1, 4),(5, 1, 1, 12)",29.29,108.7,2630.91803034537
1864,"(3, 0, 3),(2, 0, 3, 12)",33.0,108.73,2893.2411162817452
4068,"(5, 1, 3),(4, 0, 4, 12)",31.0,108.79,2890.1048765854193
3825,"(5, 0, 6),(4, 1, 1, 12)",29.28,108.81,2655.7875017453266
829,"(1, 1, 7),(3, 1, 4, 12)",29.52,108.87,2643.103449154146
2790,"(4, 0, 4),(1, 0, 7, 12)",31.43,108.91,2856.246477258808
3394,"(4, 1, 7),(1, 0, 6, 12)",32.07,108.91,2884.8855004672705
3313,"(4, 1, 5),(4, 1, 1, 12)",29.96,108.95,2650.355556982402
2643,"(4, 0, 1),(4, 0, 6, 12)",29.77,108.96,2793.4537993786535
3240,"(4, 1, 4),(3, 1, 3, 12)",29.23,108.96,2634.9235885041735
1471,"(2, 1, 4),(1, 1, 1, 12)",30.61,109.0,2645.392771995658
2740,"(4, 0, 3),(2, 0, 3, 12)",30.61,109.01,2819.39902075574
3410,"(4, 1, 7),(2, 1, 1, 12)",30.13,109.07,2651.370710131908
4044,"(5, 1, 3),(2, 0, 4, 12)",33.42,109.16,2920.0905160766474
3250,"(4, 1, 4),(4, 1, 2, 12)",29.3,109.19,2636.5130896544397
3221,"(4, 1, 4),(2, 0, 3, 12)",30.89,109.19,2804.7399333714143
2546,"(3, 1, 7),(1, 1, 1, 12)",30.37,109.31,2649.8448388614142
1598,"(2, 1, 6),(1, 0, 7, 12)",28.87,109.32,2770.9301399232954
788,"(1, 1, 6),(4, 1, 6, 12)",29.78,109.32,2651.9782569062836
3209,"(4, 1, 4),(1, 0, 4, 12)",31.06,109.34,2804.0652636783825
3358,"(4, 1, 6),(3, 0, 3, 12)",31.76,109.36,2810.7918698360295
2761,"(4, 0, 3),(4, 0, 1, 12)",29.58,109.36,2798.992122140774
2570,"(3, 1, 7),(3, 1, 2, 12)",29.62,109.37,2640.857056822214
996,"(2, 0, 3),(2, 0, 7, 12)",28.91,109.37,2792.769138789914
3311,"(4, 1, 5),(4, 0, 4, 12)",30.02,109.38,2797.217018811196
2310,"(3, 1, 3),(2, 0, 5, 12)",30.01,109.41,2787.7671829986793
2369,"(3, 1, 4),(2, 0, 5, 12)",31.15,109.5,2810.857216811356
2360,"(3, 1, 4),(1, 1, 1, 12)",30.8,109.56,2649.9518607220552
2108,"(3, 0, 6),(1, 0, 4, 12)",29.74,109.57,2798.258276297336
4029,"(5, 1, 3),(1, 0, 3, 12)",29.95,109.57,2784.933690693342
2844,"(4, 0, 5),(1, 1, 1, 12)",29.8,109.57,2660.3670389530025
2042,"(3, 0, 6),(1, 0, 4, 12)",29.74,109.57,2798.258276297336
2080,"(3, 0, 6),(4, 0, 4, 12)",30.44,109.59,2815.3032128045875
2146,"(3, 0, 6),(4, 0, 4, 12)",30.44,109.59,2815.3032128045875
967,"(2, 0, 2),(5, 0, 1, 12)",32.79,109.63,2851.9484533400496
3357,"(4, 1, 6),(3, 0, 2, 12)",30.53,109.63,2801.5828634060936
3092,"(4, 1, 2),(1, 0, 4, 12)",30.61,109.66,2793.464203474613
139,"(1, 0, 3),(2, 0, 1, 12)",30.28,109.67,2816.5493129012884
79,"(1, 0, 2),(2, 0, 1, 12)",30.3,109.7,2818.6141078192677
2616,"(4, 0, 1),(2, 0, 1, 12)",30.3,109.72,2821.67829278717
1251,"(2, 0, 7),(2, 0, 7, 12)",28.69,109.8,2793.377645566808
871,"(2, 0, 1),(2, 0, 1, 12)",30.33,109.85,2815.392075024583
2958,"(4, 0, 6),(5, 0, 3, 12)",32.88,109.89,2905.565706179485
3713,"(5, 0, 5),(1, 0, 4, 12)",29.21,109.95,2794.4237361119185
1106,"(2, 0, 5),(1, 0, 6, 12)",28.22,109.99,2768.8348726344093
684,"(1, 1, 5),(1, 0, 3, 12)",30.61,110.03,2789.219163495201
934,"(2, 0, 2),(2, 0, 3, 12)",34.63,110.06,2904.0513553008996
3286,"(4, 1, 5),(2, 0, 5, 12)",29.49,110.07,2778.0664667955316
3151,"(4, 1, 3),(1, 0, 3, 12)",30.71,110.07,2788.5088363342525
95,"(1, 0, 2),(3, 0, 6, 12)",28.59,110.1,2772.0141501601324
94,"(1, 0, 2),(3, 0, 6, 12)",28.59,110.1,2772.0141501601324
4103,"(5, 1, 4),(2, 0, 3, 12)",30.82,110.17,2807.6319755409395
2558,"(3, 1, 7),(2, 1, 1, 12)",29.66,110.21,2637.4492720887847
2569,"(3, 1, 7),(3, 1, 1, 12)",29.68,110.22,2640.449764666901
1985,"(3, 0, 5),(2, 0, 1, 12)",30.15,110.23,2815.5895562774203
3228,"(4, 1, 4),(2, 1, 3, 12)",29.32,110.25,2635.642100225294
3688,"(5, 0, 4),(4, 0, 7, 12)",30.06,110.28,2809.3188160801756
3093,"(4, 1, 2),(1, 0, 5, 12)",29.37,110.35,2766.866139409294
4161,"(5, 1, 5),(1, 1, 4, 12)",31.01,110.42,2679.2930788232743
3796,"(5, 0, 6),(2, 0, 4, 12)",29.58,110.43,2814.1342436982604
140,"(1, 0, 3),(2, 0, 2, 12)",29.38,110.44,2775.7745974078925
1623,"(2, 1, 6),(3, 0, 6, 12)",29.71,110.49,2779.453951594576
1622,"(2, 1, 6),(3, 0, 6, 12)",29.71,110.49,2779.453951594576
2176,"(3, 1, 1),(1, 0, 7, 12)",29.11,110.5,2770.788785094605
2559,"(3, 1, 7),(2, 1, 2, 12)",29.6,110.51,2639.0175390986296
1115,"(2, 0, 5),(2, 0, 1, 12)",30.09,110.6,2811.912422661038
71,"(1, 0, 2),(1, 0, 7, 12)",28.31,110.61,2768.7553708610667
2837,"(4, 0, 5),(1, 0, 1, 12)",30.11,110.62,2817.3037546855767
1581,"(2, 1, 5),(5, 0, 4, 12)",28.56,110.63,2762.1439656803
1925,"(3, 0, 4),(2, 0, 1, 12)",30.36,110.66,2831.496069174143
3660,"(5, 0, 4),(2, 0, 1, 12)",30.06,110.79,2815.923542472213
2031,"(3, 0, 5),(5, 0, 7, 12)",29.76,110.81,2811.7519741492765
2487,"(3, 1, 6),(1, 0, 7, 12)",29.18,110.84,2795.3229061631437
1736,"(3, 0, 1),(2, 0, 2, 12)",29.37,110.91,2775.704874471104
1660,"(2, 1, 7),(1, 0, 3, 12)",30.63,110.94,2792.652754026982
2094,"(3, 0, 6),(5, 0, 4, 12)",30.17,110.96,2836.7428182544245
2160,"(3, 0, 6),(5, 0, 4, 12)",30.17,110.96,2836.7428182544245
2851,"(4, 0, 5),(2, 0, 1, 12)",30.01,111.01,2815.302826411669
3908,"(5, 1, 1),(1, 0, 3, 12)",30.68,111.05,2839.179838959336
1949,"(3, 0, 4),(4, 0, 5, 12)",29.9,111.06,2815.625254462371
1247,"(2, 0, 7),(2, 0, 3, 12)",29.82,111.07,2824.9836346598195
2039,"(3, 0, 6),(1, 0, 1, 12)",30.31,111.07,2820.8697948250438
2105,"(3, 0, 6),(1, 0, 1, 12)",30.31,111.07,2820.8697948250438
1079,"(2, 0, 4),(4, 0, 5, 12)",30.04,111.15,2819.348931145537
3549,"(5, 0, 2),(3, 0, 4, 12)",29.69,111.15,2797.4576855310715
2973,"(4, 0, 7),(1, 0, 4, 12)",30.02,111.2,2806.816024383884
2617,"(4, 0, 1),(2, 0, 2, 12)",29.36,111.27,2777.5129962585893
2840,"(4, 0, 5),(1, 0, 4, 12)",29.58,111.33,2796.2853703035626
1911,"(3, 0, 4),(1, 0, 1, 12)",30.47,111.35,2823.8325073697533
4281,"(5, 1, 7),(1, 0, 4, 12)",34.25,111.36,2887.2211605430784
3740,"(5, 0, 5),(3, 0, 4, 12)",28.23,111.4,2779.5938158697877
1971,"(3, 0, 5),(1, 0, 1, 12)",30.3,111.41,2804.3019156424175
2766,"(4, 0, 3),(4, 0, 7, 12)",32.81,111.42,2851.8974899638106
3271,"(4, 1, 5),(1, 0, 3, 12)",30.48,111.43,2789.1655690540388
1849,"(3, 0, 3),(1, 0, 1, 12)",30.16,111.52,2815.2651564852526
43,"(1, 0, 1),(4, 0, 5, 12)",32.79,111.53,2850.137675281832
3599,"(5, 0, 3),(2, 0, 4, 12)",32.29,111.57,2877.967499359117
3968,"(5, 1, 2),(1, 0, 4, 12)",30.66,111.67,2794.566175580572
3562,"(5, 0, 2),(4, 0, 6, 12)",30.3,111.67,2825.8913631630003
2435,"(3, 1, 5),(2, 0, 5, 12)",29.42,111.71,2775.6643813196806
3152,"(4, 1, 3),(1, 0, 4, 12)",30.74,111.72,2802.6287759329393
2344,"(3, 1, 3),(5, 0, 2, 12)",29.34,111.73,2772.585573536431
3272,"(4, 1, 5),(1, 0, 4, 12)",30.28,111.75,2790.035750366542
125,"(1, 0, 3),(1, 0, 1, 12)",30.49,111.78,2811.3889007451776
1620,"(2, 1, 6),(3, 0, 4, 12)",31.02,111.81,2791.4867127114276
724,"(1, 1, 5),(4, 0, 7, 12)",31.86,111.83,2854.017693203303
1929,"(3, 0, 4),(2, 0, 7, 12)",28.59,111.88,2790.8812910791694
1040,"(2, 0, 4),(1, 0, 1, 12)",30.49,111.88,2818.5118468541414
1170,"(2, 0, 6),(1, 0, 4, 12)",29.52,111.91,2786.8846587471344
1055,"(2, 0, 4),(2, 0, 2, 12)",29.37,112.1,2779.250926890906
3211,"(4, 1, 4),(1, 0, 7, 12)",29.09,112.18,2771.4287122976957
2785,"(4, 0, 4),(1, 0, 1, 12)",30.5,112.19,2816.4004428625467
3471,"(5, 0, 1),(2, 0, 3, 12)",30.19,112.24,2800.8154969445513
3470,"(5, 0, 1),(2, 0, 2, 12)",29.33,112.38,2778.5069936470636
2727,"(4, 0, 3),(1, 0, 4, 12)",29.81,112.4,2791.7185244941866
1661,"(2, 1, 7),(1, 0, 4, 12)",30.58,112.42,2791.6391387343656
187,"(1, 0, 4),(1, 0, 1, 12)",30.5,112.49,2809.161982939453
3208,"(4, 1, 4),(1, 0, 3, 12)",30.64,112.49,2788.243495365183
3753,"(5, 0, 5),(4, 0, 3, 12)",28.31,112.51,2786.3246357834246
242,"(1, 0, 4),(5, 0, 4, 12)",30.04,112.56,2792.682076873227
2898,"(4, 0, 5),(5, 1, 2, 12)",28.53,112.59,2667.071772373324
2857,"(4, 0, 5),(2, 0, 7, 12)",28.64,112.6,2792.139594950445
4290,"(5, 1, 7),(2, 0, 5, 12)",29.87,112.63,2800.8905577372143
395,"(1, 0, 7),(2, 0, 2, 12)",29.38,112.72,2782.7308577571057
2970,"(4, 0, 7),(1, 0, 1, 12)",30.5,112.74,2876.8843552752314
1595,"(2, 1, 6),(1, 0, 4, 12)",30.84,112.82,2827.0922873742556
3650,"(5, 0, 4),(1, 0, 5, 12)",28.34,112.82,2771.5013699384103
282,"(1, 0, 5),(3, 0, 4, 12)",28.74,112.83,2780.076914682035
4071,"(5, 1, 3),(4, 0, 7, 12)",29.56,112.86,2783.614680069115
2496,"(3, 1, 6),(2, 0, 3, 12)",31.39,112.88,2979.0740380089514
3710,"(5, 0, 5),(1, 0, 1, 12)",30.27,112.9,2811.406434860166
3521,"(5, 0, 2),(1, 0, 1, 12)",30.49,112.95,2822.0067162812647
1167,"(2, 0, 6),(1, 0, 1, 12)",29.99,113.03,2803.3483996654577
1609,"(2, 1, 6),(2, 0, 6, 12)",28.98,113.07,2771.354073557184
3646,"(5, 0, 4),(1, 0, 1, 12)",30.23,113.13,2819.9947188019296
2000,"(3, 0, 5),(3, 0, 4, 12)",28.52,113.18,2787.107251398459
3649,"(5, 0, 4),(1, 0, 4, 12)",30.19,113.22,2803.975780159204
4153,"(5, 1, 5),(1, 0, 3, 12)",30.72,113.22,2794.5911755559355
1800,"(3, 0, 2),(2, 0, 3, 12)",30.42,113.27,2801.2363589632196
3223,"(4, 1, 4),(2, 0, 5, 12)",30.15,113.35,2820.9334061858817
2295,"(3, 1, 3),(1, 0, 4, 12)",30.37,113.36,2795.036118414091
847,"(1, 1, 7),(5, 0, 1, 12)",30.2,113.39,2828.5951145386034
1877,"(3, 0, 3),(3, 0, 5, 12)",30.03,113.44,2798.5215355152695
3405,"(4, 1, 7),(2, 0, 3, 12)",31.11,113.48,2913.600911008349
1300,"(2, 1, 1),(1, 0, 7, 12)",28.99,113.51,2759.5781818410987
631,"(1, 1, 4),(1, 0, 6, 12)",30.37,113.57,2812.2597087681243
4225,"(5, 1, 6),(1, 0, 6, 12)",30.17,113.6,2901.1537772865695
1813,"(3, 0, 2),(3, 0, 4, 12)",28.72,113.6,2774.7979806162457
2437,"(3, 1, 5),(2, 0, 7, 12)",28.68,113.61,2766.368264095292
2461,"(3, 1, 5),(4, 0, 5, 12)",29.47,113.67,2791.040567055974
3035,"(4, 1, 1),(1, 0, 3, 12)",30.91,113.67,2840.386053395863
2333,"(3, 1, 3),(4, 0, 3, 12)",31.13,113.81,2798.883133615386
924,"(2, 0, 2),(1, 0, 7, 12)",34.88,113.81,2893.101107387324
331,"(1, 0, 6),(2, 0, 2, 12)",29.43,113.88,2781.269320692565
1632,"(2, 1, 6),(4, 0, 2, 12)",30.17,113.93,2786.5283256727057
1741,"(3, 0, 1),(2, 0, 7, 12)",28.47,113.93,2775.705456506589
2472,"(3, 1, 5),(5, 0, 2, 12)",29.66,113.95,2778.8291386392057
2974,"(4, 0, 7),(1, 0, 5, 12)",28.28,113.96,2782.027909659745
2853,"(4, 0, 5),(2, 0, 3, 12)",30.7,113.98,2824.2613106420963
1209,"(2, 0, 6),(4, 0, 4, 12)",29.6,114.01,2801.1128535189036
3739,"(5, 0, 5),(3, 0, 3, 12)",30.39,114.02,2808.4011901524923
